filePath,HEADER,START,END,REGION(S)-,NATION(S)-,ACTOR(S)-,COMMITTER(S)-,LOCATION(S)-,INTERVENOR(S)-,MODE-,MAGNITUDE-,COMBATANTS-,DEATHS-,FORCE-,ISSUE(S)-,OUTCOME(S)-,SOURCE(S)-
5-ocr-split/0092.tif-1.txt,"‘¢,NEAR VICTORIA NYANZA 1905 to 1905",1905,1905,Africa,BRITAIN RHODESIA/ZIMBABWE,NANDI,NANDI,RHODESIA/ZIMBABWE,,Colonial,12,0,1000,Ground Forces,Colonial,Successful Comnitter,3
5-ocr-split/0092.tif-2.txt,<.POGROMS AGAINST THE JEWS 1905 to 1905,1905,1905,Europe,RUSSIA (USSR),JEWS,RUSSIA (USSR),. RUSSIA (USSR),,Primarily Internal,6,30000,2000,Ground Forces,Internal Tension Social Economical,Successful Committer,1
5-ocr-split/0092.tif-3.txt,EASTERN TIBET INTERNAL UNREST 1905 to 1906,1905,1906,Asia,TIBET CHINA,,CHINA,TIBET,Tension,Primarily Internal,24,0,1000,Ground Forces,Social Economical Territory-Population,Successful Cammitter,3
5-ocr-split/0092.tif-4.txt,- MATI-MAJI REVOLT Jul. 1905 to Aug. 1907,1905,1907,Africa,GERMANY/PRUSSIA TANZANIA,(s)- WANGONI-TANZANIA,| WANGONI-TANZANTA,TANZANIA,,Colonial,50,40000,200000,Ground Forces,Colonial,Unsuccess. Committer Successful Responder,2 3
5-ocr-split/0093.tif-1.txt,"- B94 -
345.ZULU REVOLT IN NATAL 1906 to 1906",1906,1906,Africa,BRITAIN SOUTH AFRICA,ZULUS,ZULUS,SOUTH AFRICA,,Primarily Internal,12,0,7000,Ground Forces,Colonial Social Economical,Unsuccess. Committer Successful Responder,3
5-ocr-split/0093.tif-2.txt,346.CENTRAL AMERICAN May. 1906 to Jul. 1907,1906,1907,Americas,"GUATEMALA HONDURAS
EL SALVADOR",,GUATEMALA,HONDURAS EL SALVADOR,,Conventional Interstate,42,105000,1000,Ground Forces,Territory-Population,Successful Committer,2
5-ocr-split/0093.tif-3.txt,347.PEASANT UPRISING IN CHINA 1906 to 1911,1906,1911,Asia,CHINA,MANCHUS-CHINA PEASANTS-CHINA,§PEASANTS-CHINA,CHINA,,Primarily Internal,60,120000,O,Ground Forces,"Territory-Population Colonial
Blite",Unsuccess. Conmitter,1
5-ocr-split/0093.tif-4.txt,348.CUBA INTERNAL TURMOIL Aug. 1906 to Oct. 1906,1906,1906,Americas,CUBA UNITED STATES,,CUBA,CUBA,UNITED STATES,Internal(External Invol.),3,0,O,Ground Forces,Internal Tension Social Economical,Unsuccess. Conmitter,2
5-ocr-split/0094.tif-1.txt,+8.CENTRAL AMERICAN Feb. 1907 to Apr. 1907,1907,1907,Americas,"NICARAGUA HONDURAS
EL SALVADOR",,NICARAGUA,HONDURAS EL SALVADOR,,Conventional Interstate,6,46000,1000,Ground Forces,Territory-Population,Successful Conmitter,2
5-ocr-split/0094.tif-2.txt,33.PEASANT REVOLT Mar. 1907 to Apr. 1907,1907,1907,Europe,RUMANIA,"JEWS GOVERN .-RUMANIA
PEASANTS-RUMANIA",PEASANTS-RUMANIA,RUMANIA,,Primarily Internal,1,0,1000,Ground Forces,Internal Tension,Unsuccess. Committer,3
5-ocr-split/0094.tif-3.txt,SLOONQUEST OF MOROCCO 1907 to 1908,1907,1908,Mid. East,FRANCE MOROCCO,"CHAOCUIANS-MOROCOO MOULAI HAFID-MOROCCO
ABDEL AZIZ-MOROCCO",FRANCE ABDEL AZIZ-MOROCCO,MOROCCO,,Imperial,24,980000,2000,Ground Forces,Military-Strategic Colonial,Successful Conmitter,1
5-ocr-split/0094.tif-4.txt,<.PORTUGUESE REPUBLIC Feb. 1908 to Oct. 1910,1908,1910,Europe,PORTUGAL,(s)- MONARCHISTS-PORT. REPUBLICANS-PORT.,| REPUBLICANS-PORT.,PORTUGAL,,Primarily Internal,32,20000,QO,Groum Forces,Social Economical Elite,Successful Carmitter,1
5-ocr-split/0095.tif-1.txt,"- B96 -
353.VENEZUELA OPPOSITION TO DUTCH 1908 to Dec. 1909",1908,1909,Americas,HOLLAND VENEZUELA,,VENEZUELA,VENEZUELA,,Conventional Interstate,36,0,1000,Naval Forces,Internal Tension,Compramise Camitter,3
5-ocr-split/0095.tif-2.txt,354.BOSNIA UPRISING AND ANNEXATION Jul. 1908 to Mar. 1909,1908,1909,Europe,"AUSTRIA-HUNGARY TURKEY
RUSSIA (USSR) BRITAIN
BOSNIA",SERBS-YUGOSLAVIA,AUSTRIA-HUNGARY RUSSIA (USSR),YUGOSLAVIA/SERBIA BOSNIA,BRITAIN,Internal(External Invol.),36,60000,O,Ground Forces,Territory-Population Social Economical,Compromise Comnitter,1 3
5-ocr-split/0095.tif-3.txt,355.RIOTS IN CATALONIA Jan. 1909 to Oct. 1909,1909,1909,Europe,SPAIN,CATALONIA-SPAIN,CATALONIA-SPAIN,SPAIN,,Primarily Internal,9,20000,QO,Ground Forces,Social Economical Internal Tension,Unsuccess. Comnmitter,1
5-ocr-split/0095.tif-4.txt,356.MASSACRE IN ARMENIA May. 1909 to 1910,1909,1910,Mid. East,TURKEY ARMENTA,,TURKEY,ARMENIA,,Primarily Internal,26,30000,6000,Ground Forces,Territory-Population,Successful Conmitter,1
5-ocr-split/0096.tif-1.txt,357.SPANISH-MOROCCAN WAR Jul. 1909 to Mar. 1910,1909,1910,Mid. East,SPAIN MOROCCO,(s)- RIFFS-MOROCCO,SPAIN,MOROCCO,,Conventional Interstate,16,130000,10000,Ground Forces,"Military-Strategic Colonial
Opportunism",Successful Committer,2 3
5-ocr-split/0096.tif-2.txt,358.MEXICO REVOLUTION Nov. 1910 to Nov. 1920,1910,1920,Americas,MEXICO UNITED STATES,"DIAZ-]MEXICO MADERO-MEXICO
ZAPATA-MEXTCO OROZCO-MEXICO
VILLA-MEXICO CARRANZA-MEXTICO
HUERTA-MEXICO OBRBEGON-MEXICO","| MADERO-MEXICO ZAPATA-MEXTCO
VILLA-MEXICO CARRANZA-MEXICO
HUERTA-MEXICO",MEXICO,UNITED STATES,Primarily Internal,180,300000,250000,Ground Forces,"Territory-Population Social Econanical
Elite",Compramise Cammitter,2
5-ocr-split/0096.tif-3.txt,50.UNITED STATES INTERVENTION Feb. 1911 to Jun. 1912,1911,1912,Americas,HONDURAS UNITED STATES,,HONDURAS,HONDURAS,UNITED STATES,Internal({External Invol.),24,20000,O,Ground Forces,Elite Internal Tension,Unsuccess. Canmitter,1
5-ocr-split/0097.tif-1.txt,"- B98 -
360.REVOLT IN MOROCCO-FEZ Apr. 1911 to 1912",1911,1912,Mid. East,FRANCE MOROCCO,"MOROCCAN SULTAN FEZ-MOROCCO
MAKHZEN-MOROCOO",FEZ-MOROCCO MAKHZEN-MOROCOO,MOROCCO,,Colonial,28,C,2000,Ground Forces,Colonial,Unsuccess. Committer Successful Responder,3
5-ocr-split/0097.tif-2.txt,361.NICARAGUA CIVIL WAR Jun. 1911 to Nov. 1917,1911,1917,Americas,NICARAGUA UNITED STATES,,NICARAGUA,NICARAGUA,UNITED STATES,Internal(External Invol.),26,30000,1000,Naval Forces Ground Forces,Internal Tension,Unsuccess. Canmitter,2
5-ocr-split/0097.tif-3.txt,362.WAR IN LIBYA Sep. 1911 to 1917,1911,1917,Mid. East,"ITALY/SARDINIA TURKEY
BRITAIN LIBYA
ERITREA",SANUSI BEDOUIN-LIBYA,TURKEY SANUSI BEDOUIN-LIBYA,LIBYA TURKEY,,Conventional Interstate,345,700000,20000,Ground Forces,"Military-Strategic Colonial
Opportunism",Successful Committer,2 3
5-ocr-split/0098.tif-1.txt,"- B99 -
|. SENESE REVOLUTION OF 1911 Oct. 1911 to Mar. 1912",1911,1911,Asia,CHINA,MANCHUS-CHINA REPUBLICANS-CHINA,REPUBLICANS-CHINA,CHINA,,Primarily Internal,5,150000,2000,Ground Forces,Internal Tension Elite,Successful Committer,lL 3
5-ocr-split/0098.tif-2.txt,».SVOLT OF TIBET 1912 to 1913,1912,1913,Asia,CHINA TIBET,,TIBET,TIBET,,Internal(External Invol.),24,60000,2000,Ground Forces,Colonial Opportunism,Successful Cammitter,1
5-ocr-split/0098.tif-3.txt,» SOUTH MOROCCO 1912 to 1913,1912,1913,Mid. East,PRANCE MOROCCO,"EL HIEBA-MOROCCO MOROCCAN SULTAN
CAIDS-MOROCCO",EL HIBA-MOROCCO,MOROCCO,,Colonial,24,0,1000,Ground Forces,Colonial,Successful Committer,3
5-ocr-split/0099.tif-1.txt,"- B100 -
366.FIRST BALKAN WAR Oct. 1912 to May. 1913",1912,1913,Europe,"TURKEY BULGARTA
GREECE MACEDONIA
MONTENEGRO",SERBS-YUGOSLAVIA,"GREECE YUGOSLAVIA/SERBIA
BULGARTA SERBS-YUGOSLAVIA",TURKEY,,Conventional Interstate,35,550000,$ 82000,Naval Forces Ground Forces,"Territory-Population Military-Strategic
Opportunism",Campromise Committer,2
5-ocr-split/0099.tif-2.txt,367.OLD VERSUS NEW SYSTEMS IN CHINA 1913 to 1913,1913,1913,Asia,CHINA,IMPERTAL-CHINA KUOMINTANGS-CHINA,KUOMINTANG-CHINA,CHINA,,Primarily Internal,6,0,8000,Ground Forces,Internal Tension Elite,Campromise Conmmitter,3
5-ocr-split/0099.tif-3.txt,368.SECOND BALKAN WAR Jun. 1913 to Sep. 1913,1913,1913,Europe,"BULGARIA GREECE
TURKEY RUMANIA",SERBS-YUGOSLAVIA,BULGARIA,"YUGOSLAVIA/SERBIA GREECE
TURKEY BULGARIA",,Conventional Interstate,12,820000,61000,Naval Forces Ground Forces,"Territory-Population Military-Strategic
Opportunism",Unsuccess. Conmitter,2 3
5-ocr-split/0100.tif-1.txt,@.BRITISH SOMALIA AND THE DERVICHES 1913 to 1920,1913,1920,Africa,BRITAIN SOMALIA,MULLAH-SOMALIA,| MULLAH-SOMALIA,SOMALIA,,Internal(External Invol.),168,40000,2000,Ground Forces,Colonial,Unsuccess. Conmitter,1 3
5-ocr-split/0100.tif-2.txt,“) WHITE WOLF WAR 1913 to 1914,1913,1914,Asia,CHINA,WHITE WOLF BANDITS PEKING GOVT.-CHINA,WHITE WOLF BANDITS,CHINA,,Primarily Internal,12,0,10000,Ground Forces,Internal Tension,Unsuccess. Committer,3
5-ocr-split/0100.tif-3.txt,-..IN THE MIDDLE ATLAS 1914 to 1917,1914,1917,Mid. East,FRANCE MOROCCO,ZALANS-MOROCCD,ZATLANS-MOROCCO,MOROCCO,,Colonial,72,0,1000,Ground Forces,Colonial,Unsuccess. Cammitter,3
5-ocr-split/0101.tif-1.txt,372.WORLD WAR ONE Jul. 1914 to Nov. 1918,1914,1918,Europe Asia Africa Mid. East,"UNITED STATES BRITAIN
BELGIUM FRANCE
PORTUGAL ITALY/SARDINIA
YUGOSLAVIA/SERBIA GREECE
RUMANIA RUSSIA (USSR)
JAPAN GERMANY/PRUSSIA
AUSTRIA-HUNGARY BULGARIA
TURKEY ARMENTA
MONTENEGRO CHINA
THAILAND LIBERIA
HONDURAS BRAZIL
COSTA RICA CUBA
GUATEMALA NICARAGUA
PANAMA, HAITI
CZECHOSLOVAKIA CANADA
AUSTRALIA INDIA
NEW ZEALAND",COLONIAL ALLIES-ENG. ARABS OF HEJAZ,AUSTRIA-HUNGARY GERMANY/PRUSSIA,"BRITAIN BELGIUM
FRANCE ITALY/SARDINIA
YUGOSLAVIA/SERBIA GREECE
RUMANIA RUSSIA (USSR)
GERMANY/PRUSSIA AUSTRIA-HUNGARY
BULGARIA TURKEY","GUATEMALA CUBA
COSTA RICA BRAZIL
HONDURAS",Conventional Interstate,1430,5630000,13000100,Naval Forces Ground Forces Air Forces,"Territory-Population Military-Strategic
Colonial Opportunism
Social Economical",Unsuccess. Conmitter Successful Responder,2 3
5-ocr-split/0101.tif-2.txt,373.ARMENLAN MASSACRES Apr. 1915 to 1918,1915,1918,Mid. East,TURKEY ARMENTA,,TURKEY,ARMENIA,,Primarily Internal,76,40000,1200000,Ground Forces,Territory-Population Social Econanical,Successful Conmmitter,1
5-ocr-split/0102.tif-1.txt,"“4,RAITI. TURMOIL Jul. 1915 to Jan. 1916",1915,1916,Americas,HAITI UNITED STATES,(s)- CACOS-HAITI,CACOS-HAITI,HAITI,UNITED STATES,Internal(External Invol.),9,30000,1500,Ground Forces,Internal Tension,Unsuccess. Conmitter,2 3
5-ocr-split/0102.tif-2.txt,"“3,RUSSIAN TURKESTAN 1916 to 1916",1916,1916,Asia,RUSSIA (USSR) TURKESTAN,KIRGHIZ-TURKESTAN,| KIRGHIZ-TURKESTAN,TURKESTAN,,Primarily Internal,12,0,8000,Ground Forces,Colonial Territory-Population,Successful Commnitter,3
5-ocr-split/0102.tif-3.txt,“$.REVOLT IN IRELAND/IRISH FREE STATE Apr. 1916 to May. 1923,1916,1923,Europe,BRITAIN IRELAND/EIRE,N. IRISH LOYALISTS S.IRISH NATIONALISTS,S.IRISH NATIONALISTS,IRELAND/EIRE,,Primarily Internal,170,40000,2000,Ground Forces,"Social Economical Colonial
Elite Internal Tension",Campromise Camnitter,1
5-ocr-split/0102.tif-4.txt,- DOMINICAN REPUBLIC May. 1916 to 1920,1916,1920,Americas,DOMINICAN REPUBLIC UNITED STATES,,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,UNITED STATES,Internal(External Invol.),74,0,QO,Naval Forces Ground Forces,Internal Tension,Unsuccess. Conmitter,2
5-ocr-split/0103.tif-1.txt,"- BI04 -
378 .-MOROCCO COLONIAL CONFLICT 1916 to 1917",378,1916,Mid. East,FRANCE MOROCOD,EL HIBA-MOROCCO CAIDS-MOROCOO,EL HIBA-MOROCC#O,MOROCCO,,Colonial,24,0,1200,Ground Forces,Colonial,Unsuccess. Committer,3
5-ocr-split/0103.tif-2.txt,379.NEAR AGADES 1916 to 1917,1916,1917,Mid. East,FRANCE ALGERIA,KAOSSEN,KAOSSEN,ALGERIA,,Colonial,24,0,1000,Ground Forces,Colonial,Unsuccess. Conmitter,3
5-ocr-split/0103.tif-3.txt,380.CUBA TURMOIL Feb. 1917 to May. 1917,1917,1917,Americas,CUBA UNITED STATES,,CUBA,CUBA,UNITED STATES,Internal(External Invol.),5,0,0,Naval Forces Ground Forces,Elite,Unsuccess. Conmitter,2
5-ocr-split/0103.tif-4.txt,381.RUSSIAN REVOLUTION-PETROGRAD/BOLSHEVIK Mar. 1917 to 1922,1917,1922,Europe,RUSSIA (USSR),"WORKERS-RUSSIA BOURGROISIE-RUSSIA
BOLSHEVIKS-RUSSIA",| WORKERS-RUSSIA BOLSHEVIKS-RUSSIA,RUSSIA (USSR),,Internal (External Invol.),63,600000,50000,Ground Forces,"Territory-Population Internal Tension
Opportunism Elite
Military-Strategic",Successful Cammitter,2 3
5-ocr-split/0104.tif-1.txt,"- B105 -
7. REVOLT OF YUNNAN AND SZECHUAN 1917 to 1918",1917,1918,Asia,CHINA,"YYONNAN-CHINA SZECHUAN-CHINA
KUEICHOW-CHINA",SZECHUAN-CHINA YUNNAN-CHINA,CHINA,,Primarily Internal,12,80000,1000,Ground Forces,Internal Tension,Compromise Committer,l 3
5-ocr-split/0104.tif-2.txt,-°.2USSIAN NATIONALITIES Dec. 1917 to Mar. 1921,1917,1921,Europe,"RUSSIA (USSR) FRANCE
UNITED STATES JAPAN
BRITAIN GERMANY/PRUSSIA
LITHUANIA FINLAND
UKRANIA LATVIA
ESTONIA CZECHOSLOVAKIA
AUSTRIA-HUNGARY POLAND","BOLSHEVIKS-RUSSIA BOURGEOISIE-RUSSIA
JEWS RED FINNS
WHITE FINNS","RUSSIA (USSR) BRITAIN
FRANCE UKRANIA
JAPAN","LITHUANIA FINLAND
UKRANIA LATVIA
ESTONTA CZECHOSLOVAKIA
AUSTRIA-HUNGARY POLAND
CAUCASUS RUSSIA (USSR)","UNITED STATES BRITAIN
FRANCE JAPAN",Colonial,468,1400000,316000,Ground Forces Naval Forces,"Territory-Population Internal Tension
Opportunism",Unsuccess. Committer Compromise Responder,2 6
5-ocr-split/0105.tif-1.txt,"- B106 -
384.TIBET-CHINA AUTONOMY STRUGGLE 1918 to 1918",1918,1918,Asia,"TIBET CHINA
BRITAIN",,CHINA,TIBET,BRITAIN,Primarily Internal,15,60000,2000,Ground Forces,Territory-Population Colonial,Canpromise Conmitter,1
5-ocr-split/0105.tif-2.txt,385. INDIAN TURMOIL-PUNJAB/WAZIRISTAN 1918 to Apr. 1919,1918,1919,Asia,BRITAIN INDIA,"PUNJABS-INDIA WAZIRS-INDIA
HINDIS-INDIA MOSLEMS- INDIA
INDIANS",PUNJABS-INDIA MOSLEMS-INDIA,INDIA,,Primarily Internal,20,80000,2000,Ground Forces,Colonial Internal Tension,Unsuccess. Conmitter,1 3
5-ocr-split/0105.tif-3.txt,386 .REVOLUTION IN GERMANY/WEIMAR REPUBLIC Nov. 1918 to Jul. 1919,1918,1919,Europe,GERMANY/PRUSSIA,REPUBLICANS-GERMANY 1 MONARCHISTS-GERMANY,| REPUBLICANS-GERMANY,GERMANY/PRUSSIA,,Primarily Internal,8,120000,O,Naval Forces Ground Forces,"Internal Tension Military-Strategic
Elite Social Economical",Successful Committer,1
5-ocr-split/0106.tif-1.txt,Beco ERITISH-AFGHAN WAR Feb. 1919 to Aug. 1919,1919,1919,"BRITAIN AFGHANISTAN
NEPAL",,,AFGHANISTAN,AFGHANISTAN,,Conventional Interstate,18,40000,2000,Ground Forces,Colonial,Unsuccess. Canmitter,2
5-ocr-split/0106.tif-2.txt,‘Pg4XUSSO-POLISH WAR Feb. 1919 to Oct. 1920,1919,1920,Europe,"POLAND FRANCE
4 RUSSIA (USSR)",BOLSHEVIKS-RUSSIA OFFICERS-FRANCE,BOLSHEVIKS-RUSSIA,POLAND,FRANCE,Conventional Interstate,50,200000,11000,Ground Forces,Territory-Population Social Econamical,Successful Conmitter,1 3
5-ocr-split/0106.tif-3.txt,W@\SATIONALIST REVOLT IN KOREA 1919 to 1919,1919,1919,Asia,JAPAN KOREA,,KOREA,KOREA,,Internal(External Invol.),12,980000,QO,Ground Forces,Territory-Population Colonial,Unsuccess. Cammitter,1
5-ocr-split/0106.tif-4.txt,¥.WAR AND MASSACRE IN ANATOLIA Mar. 1919 to Oct. 1922,1919,1922,Europe,"FRANCE TURKEY
GREECE ARMENIA",(s)- CALIPHATE ARMY-TURK.,TURKEY,TURKEY,,Conventional Interstate,172,160000,50000,Naval Forces Ground Forces,Territory-Population,Compromise Conmitter,2 3
5-ocr-split/0107.tif-1.txt,"- 53108 -
391.EAST GALICIA 1919 to 1919",1919,1919,Europe,POLAND UKRANTIA,,UKRANIA,POLAND UKRANIA,,Conventional Interstate,12,0,1000,Ground Forces,Internal Tension,Compromise Conmitter,3
5-ocr-split/0107.tif-2.txt,392.HUNGARIAN ALLIES WAR Apr. 1919 to Aug. 1919,1919,1919,Europe,RUMANIA HUNGARY,BOURGEOCISIE-HUNG. COMMUNISTS-HUNG.,COMMUNISTS-HUNG.,HUNGARY,,Primarily Internal,8,310000,11000,Air Forces,"Territory-Population Military-Strategic
Colonial Elite",Unsuccess. Committer,2 3
5-ocr-split/0107.tif-3.txt,393 .FRANCE-TURKEY WAR 1919 to May. 1920,1919,1920,Europe,TURKEY FRANCE,,FRANCE,TURKEY,,Conventional Interstate,22,60000,OQ,Ground Forces,Territory-Population,Compromise Committer,1
5-ocr-split/0108.tif-1.txt,"- BIO9 -
-. REVOLUTION IN GERMANY Aug. 1919 to 1923",1919,1923,Europe,"GERMANY/PRUSSIA FRANCE
BRITAIN","COMMUNISTS-GERMANY NATIONALISTS-GERM.
SOCIALISTS-GERMANY","COMMUNISTS-GERMANY  NATIONALISTS-GERM.
SOCIALISTS-GERMANY",GERMANY/PRUSSIA,FRANCE BRITAIN,Primarily Internal,92,120000,OQ,Naval Forces Ground Forces,"Internal Tension Military-Strategic
Elite",Unsuccess. Conmitter,1
5-ocr-split/0108.tif-2.txt,-. QCOUPATION OF FIUME Sep. 1919 to Jan. 1924,1919,1924,Europe,ITALY/SARDINIA YUGOSLAVIA/SERBIA,GABRIELE-ITALY,GABRIELE-ITALY,YUGOSLAVIA/SERBIA,,Unconventional Interstate,104,5000,O,Grourd Forces,Territory-Population,Compromise Committer Unsuccess. Committer,1
5-ocr-split/0108.tif-3.txt,*.SYRIA CAMPAIGN Mar. 1920 to Jul. 1920,1920,1920,Mid. East,FRANCE SYRIA,ARABS,§ FRANCE,SYRIA,,Colonial,8,30000,5000,Ground Forces,Colonial,Successful Committer,1 3
5-ocr-split/0109.tif-1.txt,397.FIGHTING IN SZECHUAN 1920 to 1920,1920,1920,Asia,CHINA,YUNNAN-CHINA SZECHUAN-CHINA,SZSCHUAN-CHINA,CHINA,,Primarily Internal,6,0,3500,Ground Forces,Internal Tension,Campramise Cammitter,3
5-ocr-split/0109.tif-2.txt,398 .UPPER-SILESIA Jun. 1920 to Oct. 1921,1920,1921,Europe,"POLAND FRANCE
GERMANY/PRUSSIA",,POLAND,POLAND,,Conventional Interstate,48,40000,QO,Ground Forces,Territory-Population,Compromise Cammitter,1
5-ocr-split/0109.tif-3.txt,399.WAR IN LIBYA 1920 to 1932,1920,1932,Mid. East,ITALY/SARDINIA LIBYA,SANUSI BEDOUIN-LIBYA NATIVES-LIBYA,ITALY/SARDINIA,LIBYA,,Conventional Interstate,288,40000,40000,Ground Forces,Colonial,Successful Conmitter,1 3
5-ocr-split/0109.tif-4.txt,400.ANGLO-IRAQI COLONIAL CONFLICT Jul. 1920 to Jul. 1924,1920,1924,Mid. East,BRITAIN TRAO,INDIANS ARABS-IRAQ,ARABS-IRAQ,IRAQ,,Colonial,96,0,2000,Ground Forces,Colonial,Successful Carmitter,2 3
5-ocr-split/0110.tif-1.txt,SYQscLAND-LITHUANTA WAR Sep. 1920 to Oct. 1920,1920,1920,"POLAND LITHUANIA
RUSSIA (USSR)",,,LITHUANIA,LITHUANTA,,Conventional Interstate,3,40000,2000,Ground Forces,Territory-Population,Successful Conmitter,1
5-ocr-split/0110.tif-2.txt,“sfrouRLEs IN INDIA WITH MOPLAH MOSLEMS 1921 to 1922°,1921,1922°,Asia,BRITAIN INDIA,HINDIS-INDIA MOPLAHS-INDIA,| MOPLAHS-INDIA,INDIA,BRITAIN,Primarily Internal,"TR Sade tte. tN yo kk, So.2ce- Ground Forces",,,,Internal Tension Social Econanical,Unsuccess. Conmitter,L 3
5-ocr-split/0110.tif-3.txt,- 0) @R IN NORTHERN MOROCCO Jul. 1921 to May. 1926,1921,1926,Europe,SPAIN FRANCE,"RIFFS-MOROGCO MOORS-MOROCCO
TACHE DE TAZA",| RIFFS-MOROCCO,MOROCCO,,Colonial,116,976000,29000,Ground Forces,Territory-Population Oplonial,Unsuccess. Committer Successful Responder,2 3
5-ocr-split/0110.tif-4.txt,“ap ossacre OF KOREANS 1923 to 1923,1923,1923,Asia,JAPAN KOREA,,JAPAN,KOREA,,Primarily Internal,12,40000,11000,Ground Forces,Internal Tension,Successful Conmitter,1 3
5-ocr-split/0111.tif-1.txt,405.CREATION OF SAUDI ARABIA May. 1924 to Jan. 1926,1924,1926,Mid. East,SAUDI ARABIA,ARABS OF HEJAZ WAHABI-SAUDI ARABIA,WAHABI-SAUDDI ARABIA,SAUDI ARABIA,,Primarily Internal,20,30000,1000,Grown Forces,Colonial,Campromise Conmitter,1 3
5-ocr-split/0111.tif-2.txt,406.REVOLT IN AFGHANISTAN 1924 to 1925,1924,1925,Mid. East,BRITAIN AFGHANISTAN,GOVERN-AFGHANISTAN KHOSTS-AFGHANISTAN,KHOSTS-AFGHANISTAN,APGHANISTAN,BRITAIN,Primarily Internal,18,30000,1000,Ground Forces,Elite,Unsuccess. Conmitter,1 3
5-ocr-split/0111.tif-3.txt,407.KURDISH REVOLT Feb. 1925 to Apr. 1925,1925,1925,Mid. East,TURKEY IRAQ,KURDS-IRAQ CHRISTIANS-TURKEY,TURKEY,TURKEY IRAQ,,Primarily Internal,4,40000,10000,Ground Forces,Territory-Population Social Econemical,Unsuccess. Conmitter,1
5-ocr-split/0111.tif-4.txt,408 . DRUZE-SYRIA Jul. 1925 to Jun. 1927,1925,1927,Mid. East,FRANCE,"DRUSES-JEBEL DRUSE ARABS OF DAMASCUS
DRUSES OF LEBANON AUXILIARIES-FRANCE",FRANCE,SYRIA,,Colonial,23,746000,4000,Ground Forces,Colonial,Successful Committer,2 3
5-ocr-split/0112.tif-1.txt,"| -4.CHINESE CIVIL WAR Jul. 1926 to May. 1928
b",1926,1928,Asia,"JAPAN RUSSIA (USSR)
CHINA","KUOMINTANG-CHINA COMMUNISTS-CHINA
WU PEI-FU-CHINA SUN CHUAN-FANG-CHINA",| KUOMINTANG-CHINA COMMUNISTS-CHINA,CHINA,RUSSIA (USSR),Primarily Internal,55,1100000,65000,Ground Forces,"Internal Tension Territory-Population
Secial Economical Elite",Unsuccess. Committer,1 3
5-ocr-split/0112.tif-2.txt,2).NICARAGUA CIVIL WAR Jan. 1927 to Jan. 1933,1927,1933,Americas,"NICARAGUA UNITED STATES
MEXICO",CONSERVATIVES-NICAR. LIBERALS-NICARAGUA,NICARAGUA,NICARAGUA,UNITED STATES MEXICO,Intermal(External Invol.),144,0,O,Ground Forces Naval Forces,Elite Social Economical,Unsuccess. Conmitter,2
5-ocr-split/0112.tif-3.txt,«l.FIRST CHINESE-COMMUNIST WAR Aug. 1927 to Cct. 1935,1927,1935,Asia,CHINA,KUOMINTANG-CHINA COMMUNISTS-CHINA,KUOMINTANG-CHINA COMMUNISTS-CHINA,CHINA,,Primarily Internal,98,400000,1250000,Ground Forces Air Forces,"ial Econanical Internal Tension
Elite",Compromise Committer,1
5-ocr-split/0113.tif-1.txt,412.AFGHANISTAN INTERNAL TROUBLES 1928 to 1929,1928,1929,Asia,AFGHANISTAN,"AMANULLAH-AFGHAN. HABIBULLAH-APGHAN.
NADIR KHAN-AFGHAN.",| HABYBULLAH-AFGHAN.,AFGHANISTAN,,Primarily Internal,12,0,1000,Ground Forces,Internal Tension Elite,Campromise Conmitter,3
5-ocr-split/0113.tif-2.txt,413.CONQUEST OF MOROCCO 1928 to 1934,1928,1934,Mid. East,FRANCE MOROCCO,"MOORS-MOROCCO CATDS-MOROCCO
EL HTBA-MOROCCO",CATDS-MOROCCO EL HIBA-MOROCCO,MOROCCO,,Primarily Internal,144,150000,3000,Ground Forces,Internal Tension Elite,Unsuccess. Committer Successful Responder,1 3
5-ocr-split/0113.tif-3.txt,414.CHACO WAR 1928 to Jun. 1938,1928,1938,Americas,PARAGUAY BOLIVIA,,BOLIVIA,PARAGUAY BOLIVIA,,Conventional Interstate,240,7000,150000,Ground Forces,Territory-Population,Campromise Cammitter,1
5-ocr-split/0113.tif-4.txt,415 .CHINA 1929 to 1929,1929,1929,Asia,CHINA,(s)- CHIANG KAI-SHEK-CHI. KWANGSI-CHINA,KWANGSI-CHINA,CHINA,,Primarily Internal,6,0,1000,Ground Forces,Elite,Unsuccess. Committer,3
5-ocr-split/0114.tif-1.txt,"- B115 -
2 CNA 1929 to 1929",1929,1929,Asia,CHINA,CHIANG KAI-SHEK-CHI. FENG YU-HSIANG-CHINA,FENG YU-HSIANG-CHINA,,,Primarily Internal,6,0,1000,Ground Forces,Elite,Unsuccess. Conmitter,3
5-ocr-split/0114.tif-2.txt,.” CHINA 1929 to 1930,1929,1930,Asia,CHINA,CHIANG KAI-SHEK-CHI. CHANG FA-KUEI-CHINA,CHANG FA-KUEI-CHINA,CHINA,,Primarily Internal,12,0,1000,Ground Forces,Elite,Unsuccess. Committer,3
